doc_id,fname,sentence,sentence_without_stopwords,cooperative
27218,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"Here you are the ownerRELATIONSHIP AND COOPERATIVISM Promote inclusion and diversity 116 women are participants in the Women's Committee104 young people participants in the Youth CommitteeThe purpose of the Youth Committee is to betray and keep young people in Sicredi, with educational purposes, through personal and professional development actions that spark their interest in participating in an organization ﬁnancial cooperative, making him a promoter of cooperativism and a social protagonist in the region where he lives.","ownerRELATIONSHIP COOPERATIVISM Promote inclusion diversity 116 women participants Women's Committee104 young people participants Youth CommitteeThe purpose Youth Committee betray keep young people Sicredi, educational purposes, personal professional development actions spark interest participating organization ﬁnancial cooperative, making promoter cooperativism social protagonist region lives.",COOP SICREDI FRONTEIR PR_SC_SP
27221,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"COOPERATIVA SICREDI FRONTEIRAS PR/SC/SP COOPERATIVA SICREDI FRONTEIRAS PR/SC/SP 20222022 COOPERATIVA SICREDI FRONTEIRAS PR/SC/SP 2022 535353Two women, Committee members, represented the C ooperative in Curitiba at the 6th edition of the Central PR/SP/RJ Summit.","COOPERATIVA FRONTEIRAS PR/SC/SP COOPERATIVA FRONTEIRAS PR/SC/SP 20222022 COOPERATIVA FRONTEIRAS PR/SC/SP 2022 535353Two women, Committee members, represented C ooperative Curitiba 6th edition Central PR/SP/RJ Summit.",COOP SICREDI FRONTEIR PR_SC_SP
27222,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"With the theme “I, Woman – a call to leadership through action”, the event proposed that participants reflect on the legacy left by women who preceded them, as well as analyze the “true excuses” that make it difficult to achieve goals, generating paralysis and preventing transformation.","theme “I, Woman – call leadership action”, event proposed participants reflect legacy left women preceded them, well analyze “true excuses” make difficult achieve goals, generating paralysis preventing transformation.",COOP SICREDI FRONTEIR PR_SC_SP
27223,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"We started the year with an online meeting involving everyone from the Women's Committee so that we could talk about planning, election of the coordinator and new projects.","started year online meeting involving everyone Women's Committee could talk planning, election coordinator new projects.",COOP SICREDI FRONTEIR PR_SC_SP
27224,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"In June, women from Paraná and Santa Catarina met at the Administrative Headquarters of the Cooperative, while the city of Jundiaí received women members of the Committee who reside in the state of São Paulo.","June, women Paraná Santa Catarina met Administrative Headquarters Cooperative, city Jundiaí received women members Committee reside state São Paulo.",COOP SICREDI FRONTEIR PR_SC_SP
27225,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"For this first in-person Women's Committee event since 2020, after the pandemic period, we brought Samar Merheb Jordão as a speaker.","first in-person Women's Committee event since 2020, pandemic period, brought Samar Merheb Jordão speaker.",COOP SICREDI FRONTEIR PR_SC_SP
27230,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"With this in mind, we provided our women with training on financial education with Alyne Lemes, development advisor for Central Cooperatives.","mind, provided women training financial education Alyne Lemes, development advisor Central Cooperatives.",COOP SICREDI FRONTEIR PR_SC_SP
27232,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"In view of this, the Women's Committee replicated this training, disseminating financial education workshops in the communities, impacting more than two thousand people.","view this, Women's Committee replicated training, disseminating financial education workshops communities, impacting two thousand people.",COOP SICREDI FRONTEIR PR_SC_SP
27255,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"Financial Education activities were led by volunteers from 41 agencies in Paraná, Santa Catarina and São Paulo and also members of the Women's Committee and the Young Committee.","Financial Education activities led volunteers 41 agencies Paraná, Santa Catarina São Paulo also members Women's Committee Young Committee.",COOP SICREDI FRONTEIR PR_SC_SP
27283,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"Credit for enterprises led by women A line of credit aimed at micro, small and medium-sized Brazilian companies led by women.","Credit enterprises led women line credit aimed micro, small medium-sized Brazilian companies led women.",COOP SICREDI FRONTEIR PR_SC_SP
27284,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"The initiative includes the gender factor as a criterion for the use of resources, as well as other social and environmental factors.","initiative includes gender factor criterion use resources, well social environmental factors.",COOP SICREDI FRONTEIR PR_SC_SP
27300,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"Some dates were celebrated in our Cooperatives, either with the delivery of a souvenir to the member or with the themed decoration of the branches on dates such as: Saint John's Day, Mother's Day, Women's Day, Easter, Father's Day, Yellow September, October pink, blue november, among others.","dates celebrated Cooperatives, either delivery souvenir member themed decoration branches dates as: Saint John's Day, Mother's Day, Women's Day, Easter, Father's Day, Yellow September, October pink, blue november, among others.",COOP SICREDI FRONTEIR PR_SC_SP
27459,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_anual_2022_-_versao_digital_1_1,"For this to happen, the C ooperative continued to invest in the continued training of employees, members of the Board of Directors, Supervisory Board, Board of Directors, Committee Young, Women and Sustainability, as well as our more than 87 thousand members, through various lectures and lives that we make available on YouTube.","happen, C ooperative continued invest continued training employees, members Board Directors, Supervisory Board, Board Directors, Committee Young, Women Sustainability, well 87 thousand members, various lectures lives make available YouTube.",COOP SICREDI FRONTEIR PR_SC_SP
27499,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"The values ​​of cooperativism with the strengthening of gender equity, inclusion and sustainability are advancing every year with the help of initiatives such as the Women's Committee, implemented in 27 Sicr edi cooperatives in Paraná, São Paulo and Rio de Janeiro, and the Youth Committee, developed in 22 cooperatives in the three states.","values ​​of cooperativism strengthening gender equity, inclusion sustainability advancing every year help initiatives Women's Committee, implemented 27 Sicr edi cooperatives Paraná, São Paulo Rio de Janeiro, Youth Committee, developed 22 cooperatives three states.",COOP SICREDI FRONTEIR PR_SC_SP
27500,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"To enhance this movement of plurality, coordinators of the Youth and Women Committees were at the Padre Theodor Ams tad Education Space, at Central Sicr edi PR/SP/RJ, in Curitiba (PR) to participate of the 6th edition of Summit Mulher and the 4th edition of Summit Jo vem r ealiz ed, respectively, on the 12th and 13th of April.","enhance movement plurality, coordinators Youth Women Committees Padre Theodor Ams tad Education Space, Central Sicr edi PR/SP/RJ, Curitiba (PR) participate 6th edition Summit Mulher 4th edition Summit Jo vem r ealiz ed, respectively, 12th 13th April.",COOP SICREDI FRONTEIR PR_SC_SP
27501,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"The event also proposed that participants reflect on the legacy left by women who preceded them, as well as analyze the “true excuses” that make it difficult to achieve goals, generating paralysis and preventing transformation.","event also proposed participants reflect legacy left women preceded them, well analyze “true excuses” make difficult achieve goals, generating paralysis preventing transformation.",COOP SICREDI FRONTEIR PR_SC_SP
27503,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"With the aim of reaching even more cooperative women, the event also There was an online broadcast of the lecture by actress, writer and systemic therapist, Ingra L yberato.","aim reaching even cooperative women, event also online broadcast lecture actress, writer systemic therapist, Ingra L yberato.",COOP SICREDI FRONTEIR PR_SC_SP
27508,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,Eight members of the Youth and Women Committees of the C ooperativ a Sicr edi Fronteiras were present at this event.,Eight members Youth Women Committees C ooperativ Sicr edi Fronteiras present event.,COOP SICREDI FRONTEIR PR_SC_SP
27509,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"Meeting of the Women's Committee at Sicredi Fronteiras In the wind that occurred in On June 7th, women from Paraná and Santa C atarina met at the Administrative Headquarters of the Cooperative.","Meeting Women's Committee Fronteiras wind occurred June 7th, women Paraná Santa C atarina met Administrative Headquarters Cooperative.",COOP SICREDI FRONTEIR PR_SC_SP
27510,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"On the 9th, it was the city of Jundiaí/SP's turn to welcome the women members of the Committee, who reside in the state of São Paulo.","9th, city Jundiaí/SP's turn welcome women members Committee, reside state São Paulo.",COOP SICREDI FRONTEIR PR_SC_SP
27511,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2022,"The first in-person Women's Committee event since 2020, after the pandemic period, had Samar Merheb Jordão as speaker.","first in-person Women's Committee event since 2020, pandemic period, Samar Merheb Jordão speaker.",COOP SICREDI FRONTEIR PR_SC_SP
27763,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"Sicredi Fronteiras PR/SC/SP 41The start of the year event of the Women and Youth Committee took place at the Administrative Headquarters, in Capanema/PR and in Jundiaí/SP.","Fronteiras PR/SC/SP 41The start year event Women Youth Committee took place Administrative Headquarters, Capanema/PR Jundiaí/SP.",COOP SICREDI FRONTEIR PR_SC_SP
27767,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"At the end of the semester, again the members of the Women's Committee met in C apanema and Jundiaí for the meeting called “Authentic Women” which was given by the C Development Advisor.","end semester, members Women's Committee met C apanema Jundiaí meeting called “Authentic Women” given C Development Advisor.",COOP SICREDI FRONTEIR PR_SC_SP
27768,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"ooperativism, Daiane Wesseler Ale xandr e. At the moment, she helped women understand their archetypes, their strengths and weaknesses, making them understand how to deal with difficulties and how to constantly evolve.","ooperativism, Daiane Wesseler Ale xandr e. moment, helped women understand archetypes, strengths weaknesses, making understand deal difficulties constantly evolve.",COOP SICREDI FRONTEIR PR_SC_SP
27772,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"The meeting, which was promoted by Central Sicr edi PR/SP/RJ, took place in F oz do Iguaçu/PR and brought together around 1.2 thousand young people and women who are leaders in the Institutions Financial Cooperatives in the states of Paraná, São Paulo and Rio de Janeiro.","meeting, promoted Central Sicr edi PR/SP/RJ, took place F oz Iguaçu/PR brought together around 1.2 thousand young people women leaders Institutions Financial Cooperatives states Paraná, São Paulo Rio de Janeiro.",COOP SICREDI FRONTEIR PR_SC_SP
27773,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"The initiative was aimed at members of the Youth and Women Committees, movements that have contributed to strengthening a more diverse governance, especially with the presence of female leaders and new generations.","initiative aimed members Youth Women Committees, movements contributed strengthening diverse governance, especially presence female leaders new generations.",COOP SICREDI FRONTEIR PR_SC_SP
27819,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"Adriana was the first female employee hired by Cooperativ a, more than 32 years ago.","Adriana first female employee hired Cooperativ a, 32 years ago.",COOP SICREDI FRONTEIR PR_SC_SP
27898,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"Free and voluntary membership Cooperatives are voluntary organizations, open to all people able to use their services and willing to accept the responsibilities as members, without gender, social, racial, political or religious discrimination.","Free voluntary membership Cooperatives voluntary organizations, open people able use services willing accept responsibilities members, without gender, social, racial, political religious discrimination.",COOP SICREDI FRONTEIR PR_SC_SP
27900,COOP SICREDI FRONTEIR PR_SC_SP\relatorio_semestral_2023_digital,"Men and women, elected as representatives of the other members, are responsible to them.","Men women, elected representatives members, responsible them.",COOP SICREDI FRONTEIR PR_SC_SP
28582,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2020_sem_demarcacoes_reduzido,"On the next pages you can see more actions carried out throughout 2020.40 HIGHLIGHTS4141 In 2020, due to the Coronavirus pandemic, Sicredi further encouraged the use of our digital channels HIGHLIGHTSKarla Costa, president of Vera Cruz Basquete, and Lotario Dierings, president of SIcredi Iguaçu upon signing the contract42 In February 2020, during the inauguration ceremony of the North-South agency, in Campinas, Sicredi Iguaçu signed the sponsorship contract with the Vera Cruz Campinas women's basketball team.","next pages see actions carried throughout 2020.40 HIGHLIGHTS4141 2020, due Coronavirus pandemic, encouraged use digital channels HIGHLIGHTSKarla Costa, president Vera Cruz Basquete, Lotario Dierings, president Iguaçu upon signing contract42 February 2020, inauguration ceremony North-South agency, Campinas, Iguaçu signed sponsorship contract Vera Cruz Campinas women's basketball team.",COOP SICREDI IGUAÇU PR_SC_SP
28585,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2020_sem_demarcacoes_reduzido,"The partnership with the women's basketball team reinforced the essence of the cooperative, which seeks to invest resources to promote and help develop different sports.","partnership women's basketball team reinforced essence cooperative, seeks invest resources promote help develop different sports.",COOP SICREDI IGUAÇU PR_SC_SP
28586,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2020_sem_demarcacoes_reduzido,"For the 2020 season, expectations for the search for another national title were high, but due to the Coronavirus pandemic, the National Basketball League Sicredi and Vera Cruz Campinas entered into a Women's partnership was cancelled.","2020 season, expectations search another national title high, due Coronavirus pandemic, National Basketball League Vera Cruz Campinas entered Women's partnership cancelled.",COOP SICREDI IGUAÇU PR_SC_SP
28591,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2020_sem_demarcacoes_reduzido,"The partnership continues in 2021, with the renewal of the contract to compete in the Women's National Basketball League and Campeonato Paulista.","partnership continues 2021, renewal contract compete Women's National Basketball League Campeonato Paulista.",COOP SICREDI IGUAÇU PR_SC_SP
28749,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2020_sem_demarcacoes_reduzido,The inauguration ceremony was also marked by the signing of the sponsorship contract with the team Vera Cruz Basquete women's team.,inauguration ceremony also marked signing sponsorship contract team Vera Cruz Basquete women's team.,COOP SICREDI IGUAÇU PR_SC_SP
28751,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2020_sem_demarcacoes_reduzido,"Lotario Luiz Dierings, president of Sicredi Iguaçu, during his speech at the inauguration Moment of signing the sponsorship contract for the Vera Cruz Basquete women's team17 Annual Report 2020 | Sicredi Iguaçu PR/SC/SPFacade of the new Enéas Marques agency, in Paraná18 Reopening ceremony of the Enéas Marques agency, in Paraná Appreciate the close service, simple, human and active is our mission and, daily, we look for solutions so that it only improves.","Lotario Luiz Dierings, president Iguaçu, speech inauguration Moment signing sponsorship contract Vera Cruz Basquete women's team17 Annual Report 2020 | Iguaçu PR/SC/SPFacade new Enéas Marques agency, Paraná18 Reopening ceremony Enéas Marques agency, Paraná Appreciate close service, simple, human active mission and, daily, look solutions improves.",COOP SICREDI IGUAÇU PR_SC_SP
28789,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"CONTENTS INTRODUCTION Message from the President ............................................. .................................... 04 30 years Sicredi Iguaçu PR/SC/SP ..... .................................................... .......... 08 Area of ​​activity .................................... .................................................... ............ 09 PROMOTIONAL CAMPAIGNS Life Insurance Promotion .............................. ....................................... 12 Prize Savings Promotion .................................................... .................... 13 30 Years of History Together .......................... .................................................... ... 14 OPENINGS AND REOPENINGS New branches in São Paulo ........................................ ................................. 17 Reopenings in Paraná ............. .................................................... .............. 19 SOCIAL ACTIONS Cooperation Day .................................................... ............................................. 21 Background Social ................................................. .................................................... ..... 22 Women's Committee ....................................... .................................................... ......... 23 ASSEMBLY 2021 2021 assembly process ................................... .................................... 23 First AGM broadcast on networks social ............................................. 24 OUR NUMBERS Numbers 2021 of the System and Iguaçu .............................................. .... 25 Exponential growth .............................................. ..................................... 26 OTHER SHARES FROM 2021 Ponte Preta and Guarani Sponsorship ... .................................................... ............. 27 Recognitions and awards................................. .......................................... 29Sicredi Iguaçu Branch in Hortolândia/SP4 MESSAGE FROM THE PRESIDENT5 Annual Report 2021 | Sicredi Iguaçu PR/SC/SP In 2021, we experienced the continuity of the pandemic and, once again, we observed the strength of Sicredi's purpose to overcome challenges with an eye always focused on people.","CONTENTS INTRODUCTION Message President ............................................. .................................... 04 30 years Iguaçu PR/SC/SP ..... .................................................... .......... 08 Area ​​activity .................................... .................................................... ............ 09 PROMOTIONAL CAMPAIGNS Life Insurance Promotion .............................. ....................................... 12 Prize Savings Promotion .................................................... .................... 13 30 Years History Together .......................... .................................................... ... 14 OPENINGS REOPENINGS New branches São Paulo ........................................ ................................. 17 Reopenings Paraná ............. .................................................... .............. 19 SOCIAL ACTIONS Cooperation Day .................................................... ............................................. 21 Background Social ................................................. .................................................... ..... 22 Women's Committee ....................................... .................................................... ......... 23 ASSEMBLY 2021 2021 assembly process ................................... .................................... 23 First AGM broadcast networks social ............................................. 24 NUMBERS Numbers 2021 System Iguaçu .............................................. .... 25 Exponential growth .............................................. ..................................... 26 SHARES 2021 Ponte Preta Guarani Sponsorship ... .................................................... ............. 27 Recognitions awards................................. .......................................... 29Sicredi Iguaçu Branch Hortolândia/SP4 MESSAGE PRESIDENT5 Annual Report 2021 | Iguaçu PR/SC/SP 2021, experienced continuity pandemic and, again, observed strength Sicredi's purpose overcome challenges eye always focused people.",COOP SICREDI IGUAÇU PR_SC_SP
28794,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"From exclusive lines for women entrepreneurs, to credit lines for micro and small businesses.","exclusive lines women entrepreneurs, credit lines micro small businesses.",COOP SICREDI IGUAÇU PR_SC_SP
28798,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"From maintaining the cooperative's Youth Committee, with hybrid meetings, to the creation of the unprecedented Women's Committee, giving full support and prominence that women deserve in our society.","maintaining cooperative's Youth Committee, hybrid meetings, creation unprecedented Women's Committee, giving full support prominence women deserve society.",COOP SICREDI IGUAÇU PR_SC_SP
28809,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"In 2021, the cooperative also continued its sponsorship of Vera Cruz Basquete Campinas, with the support and support to two-time national champion women's basketball.28 Sicredi Iguaçu's operations director, Fabio Dalponte and business director, Marcia Koch, with the then president of Guarani Futebol Clube, Ricardo Moisés, during the signing of the contract.","2021, cooperative also continued sponsorship Vera Cruz Basquete Campinas, support support two-time national champion women's basketball.28 Iguaçu's operations director, Fabio Dalponte business director, Marcia Koch, president Guarani Futebol Clube, Ricardo Moisés, signing contract.",COOP SICREDI IGUAÇU PR_SC_SP
28855,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"The Sicredi associates included were Kelly Lima, from the Sicredi Alta Noroeste SP cooperative, for her support in the construction of the Women's Guide, addressing the rights of women suffering from cancer and victims of domestic violence; Rafael Lopes, from Sicredi Paranapanema PR/SP, with the “Let’s Help Those Who Need It Most” campaign, encouraging donations in support for victims of a strong windstorm in their region; Guilherme de Melo, also from Sicredi Paranapanema, with his participation in a project that supported the distribution of soap to needy families in his community.","associates included Kelly Lima, Alta Noroeste SP cooperative, support construction Women's Guide, addressing rights women suffering cancer victims domestic violence; Rafael Lopes, Paranapanema PR/SP, “Let’s Help Need Most” campaign, encouraging donations support victims strong windstorm region; Guilherme de Melo, also Paranapanema, participation project supported distribution soap needy families community.",COOP SICREDI IGUAÇU PR_SC_SP
28919,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"This year we had numerous actions, from the already consolidated C Day, to the launch of the Women's Committee, meetings of the Youth Committee, launch of the cooperative's Social Fund, among others.21 Annual Report 2021 | Sicredi Iguaçu PR/SC/SP As it does annually, Sicredi supported Cooperate Day 2021, also known as C Day.","year numerous actions, already consolidated C Day, launch Women's Committee, meetings Youth Committee, launch cooperative's Social Fund, among others.21 Annual Report 2021 | Iguaçu PR/SC/SP annually, supported Cooperate Day 2021, also known C Day.",COOP SICREDI IGUAÇU PR_SC_SP
28936,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"ENEF Week Sicredi's financial education actions also take place in schools in the municipalities in our area of ​​operation.23 Annual Report 2021 | Sicredi Iguaçu PR/SC/SP Launch of the Women's Committee In November 2021, Sicredi Iguaçu established its first Women's Committee, made up of 32 members from agencies in Paraná and Santa Catarina, whose objective is to train women members of the Cooperative in various themes relevant to cooperativism, leadership, entrepreneurship, among others, and promote the participation and inclusion of this public in the Cooperative.","ENEF Week Sicredi's financial education actions also take place schools municipalities area ​​operation.23 Annual Report 2021 | Iguaçu PR/SC/SP Launch Women's Committee November 2021, Iguaçu established first Women's Committee, made 32 members agencies Paraná Santa Catarina, whose objective train women members Cooperative various themes relevant cooperativism, leadership, entrepreneurship, among others, promote participation inclusion public Cooperative.",COOP SICREDI IGUAÇU PR_SC_SP
28937,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_anual_-_sicredi_iguacu_2021_baixa,"Launch of the Women's Committee, at the cooperative's administrative headquarters, in São João/PR.","Launch Women's Committee, cooperative's administrative headquarters, São João/PR.",COOP SICREDI IGUAÇU PR_SC_SP
29007,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"Beltrão/PR, Sicredi made three credit line options available to the public with special rates: credit for solar energy, financing lines for women entrepreneurs and lines for rural producers.","Beltrão/PR, made three credit line options available public special rates: credit solar energy, financing lines women entrepreneurs lines rural producers.",COOP SICREDI IGUAÇU PR_SC_SP
29043,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"Lucélia Fátima dos Santos, coordinator Lucélia Fátima dos Santos, core coordinator and member of the Women's Committee :04 Relationship and Cooperativism46 RELATIONSHIP AND COOPERATIVISMSpread the word cooperativism and sustainability COOPERATIVISM IN PRACTICE Within Sicredi Iguaçu, we strive to carry out various social actions and projects to cooperate with society on a daily basis.","Lucélia Fátima dos Santos, coordinator Lucélia Fátima dos Santos, core coordinator member Women's Committee :04 Relationship Cooperativism46 RELATIONSHIP COOPERATIVISMSpread word cooperativism sustainability COOPERATIVISM PRACTICE Within Iguaçu, strive carry various social actions projects cooperate society daily basis.",COOP SICREDI IGUAÇU PR_SC_SP
29045,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"We currently maintain several initiatives, such as: Crescer, Pertencer Program, Cooperation and Volunteering Day, Cooperation at Ponta do Lápis, Youth Committee, Women's Committee, Sustainability Committee, Social Fund, Eco-efficiency and Greenhouse Gas Inventory.","currently maintain several initiatives, as: Crescer, Pertencer Program, Cooperation Volunteering Day, Cooperation Ponta Lápis, Youth Committee, Women's Committee, Sustainability Committee, Social Fund, Eco-efficiency Greenhouse Gas Inventory.",COOP SICREDI IGUAÇU PR_SC_SP
29046,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"In addition, we hold periodic meetings with participants in the Youth and Women Committees, as well as with our Center Coordinators, who represent members at meetings.","addition, hold periodic meetings participants Youth Women Committees, well Center Coordinators, represent members meetings.",COOP SICREDI IGUAÇU PR_SC_SP
29057,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"With the Youth and Women Committees, we prepare our members to be protagonists in their cooperative and in society.","Youth Women Committees, prepare members protagonists cooperative society.",COOP SICREDI IGUAÇU PR_SC_SP
29059,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"The Women's Committee has an educational purpose and seeks to promote gender equality, empowering women so that they can participate in management at all levels of the organization, leading, undertaking and promoting the development of our business model.","Women's Committee educational purpose seeks promote gender equality, empowering women participate management levels organization, leading, undertaking promoting development business model.",COOP SICREDI IGUAÇU PR_SC_SP
29081,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"Credit for businesses led by women A line of credit aimed at micro, small and medium-sized Brazilian companies led by women.","Credit businesses led women line credit aimed micro, small medium-sized Brazilian companies led women.",COOP SICREDI IGUAÇU PR_SC_SP
29082,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"The initiative includes the gender factor as a criterion for the use of resources, as well as other social and environmental factors.","initiative includes gender factor criterion use resources, well social environmental factors.",COOP SICREDI IGUAÇU PR_SC_SP
29168,COOP SICREDI IGUAÇU PR_SC_SP\relatorio_sicredi_iguacu_2022_otimizado,"Below, we list some initiatives carried out in 2022: • Women and Youth Committees: we seek to promote diversity and train new leaders for cooperativism.","Below, list initiatives carried 2022: • Women Youth Committees: seek promote diversity train new leaders cooperativism.",COOP SICREDI IGUAÇU PR_SC_SP
30351,COOP SICREDI INTEGRAÇÃO PR_SC\relatorio_sicredi_integracaoprsc_2021,"Black River R. Nicolau Ble y Neto , 60 Center 12.","Black River R. Nicolau Ble Neto , 60 Center 12.",COOP SICREDI INTEGRAÇÃO PR_SC
30399,COOP SICREDI INTEGRAÇÃO PR_SC\relatorio_sicredi_integracaoprsc_2021,"Creation of the Women and Youth Committees, which help to disseminate the culture of cooperativism, are a basis of strategic support for the Board of Directors and a source of information collection and perception of associates, which help in defining strategies and taking decision of the Cooperative.","Creation Women Youth Committees, help disseminate culture cooperativism, basis strategic support Board Directors source information collection perception associates, help defining strategies taking decision Cooperative.",COOP SICREDI INTEGRAÇÃO PR_SC
30516,COOP SICREDI INTEGRAÇÃO PR_SC\relatorio_sicredi_integracaoprsc_2022,"ers, groups of elderly people, young people and women, businessmen, civil servants and company employees.","ers, groups elderly people, young people women, businessmen, civil servants company employees.",COOP SICREDI INTEGRAÇÃO PR_SC
30529,COOP SICREDI INTEGRAÇÃO PR_SC\relatorio_sicredi_integracaoprsc_2022,"Value 1000 Balsa Nova - PR In 2022 we impacted more than 1,900 people including employees, associates, students from the municipal and state networks, universities, elderly groups, young people and women, businesspeople, civil servants and company employees.","Value 1000 Balsa Nova - PR 2022 impacted 1,900 people including employees, associates, students municipal state networks, universities, elderly groups, young people women, businesspeople, civil servants company employees.",COOP SICREDI INTEGRAÇÃO PR_SC
31579,COOP SICREDI INTERESTADOS RS_ES\projetos_aprovados_fundo_social_2022,"Actions that combat exclusion from the benefits of life in society, arising from differences in social class, education, age, disability, gender, social prejudice or racial prejudice.","Actions combat exclusion benefits life society, arising differences social class, education, age, disability, gender, social prejudice racial prejudice.",COOP SICREDI INTERESTADOS RS_ES
31596,COOP SICREDI INTERESTADOS RS_ES\regulamento_fundo_social_2023,"Social Inclusion: Actions that combat exclusion from the benefits of life in society, arising from differences in social class, education, age, disability, gender, social prejudice or racial prejudice.","Social Inclusion: Actions combat exclusion benefits life society, arising differences social class, education, age, disability, gender, social prejudice racial prejudice.",COOP SICREDI INTERESTADOS RS_ES
